HS|"id","nm"
LE|"81.02.17","Kei Besar Utara Barat"
ME|"81.02.18","Kei Besar Selatan Barat"
NE|"81.02.19","Kei Kecil Timur Selatan"
DH|"81.03.01","Tanimbar Selatan"
EH|"81.03.02","Selaru"
FH|"81.03.03","Wertamrian"
GH|"81.03.04","Wermaktian"
HH|"81.03.05","Tanimbar Utara"
IH|"81.03.06","Fordata"
JH|"81.03.07","Wuar Labobar"
KH|"81.03.08","Kormomolin"
LH|"81.03.09","Nirunmas"
RI|"81.03.18","Molu Maru"
IL|"81.04.01","Namlea"
JL|"81.04.02","Air Buaya"
KL|"81.04.03","Waeapo"
NL|"81.04.06","Waplau"
OM|"81.04.10","Batabual"
PM|"81.04.11","Lolong Guba"
QM|"81.04.12","Waelata"
RM|"81.04.13","Fena Leisela"
SM|"81.04.14","Teluk Kaiely"
TM|"81.04.15","Lilialy"
NP|"81.05.01","Bula"
OP|"81.05.02","Seram Timur"
PP|"81.05.03","Werinama"
QP|"81.05.04","Pulau Gorom"
RP|"81.05.05","Wakate"
SP|"81.05.06","Tutuk Tolu"
TP|"81.05.07","Siwalalat"
UP|"81.05.08","Kilmury"
VP|"81.05.09","Pulau Panjang"
TQ|"81.05.10","Teor"
UQ|"81.05.11","Gorom Timur"
VQ|"81.05.12","Bula Barat"
WQ|"81.05.13","Kian Darat"
XQ|"81.05.14","Siritaun Wida Timur"
YQ|"81.05.15","Teluk Waru"
ZQ|"81.05.16","Ukar Sengan"
ST|"81.06.01","Kairatu"
TT|"81.06.02","Seram Barat"
UT|"81.06.03","Taniwel"
VT|"81.06.04","Huamual Belakang"
WT|"81.06.05","Amalatu"
XT|"81.06.06","Inamosol"
YT|"81.06.07","Kairatu Barat"
ZT|"81.06.08","Huamual"
AU|"81.06.09","Kepulauan Manipa"
YU|"81.06.10","Taniwel Timur"
ZU|"81.06.11","Elpaputih"
XX|"81.07.01","Pulau-Pulau Aru"
YX|"81.07.02","Aru Selatan"
ZX|"81.07.03","Aru Tengah"
AY|"81.07.04","Aru Utara"
BY|"81.07.05","Aru Utara Timur Batuley"
CY|"81.07.06","Sir-Sir"
DY|"81.07.07","Aru Tengah Timur"
EY|"81.07.08","Aru Tengah Selatan"
FY|"81.07.09","Aru Selatan Timur"
DZ|"81.07.10","Aru Selatan Utara"
CC|"81.08.01","Moa"
DC|"81.08.02","Damer"
EC|"81.08.03","Kepulauan Luang Sermata"
FC|"81.08.04","Babar Barat"
GC|"81.08.05","Pulau-pulau Babar Timur"
HC|"81.08.06","Wetar Selatan"
IC|"81.08.07","Kisar Selatan"
JC|"81.08.08","Pulau Leti"
KC|"81.08.09","Pulau Masela"
ID|"81.08.10","Dawelor Dawera"
JD|"81.08.11","Pulau Wetang"
KD|"81.08.12","Pulau Lakor"
LD|"81.08.13","Wetar Utara"
MD|"81.08.14","Wetar Barat"
ND|"81.08.15","Wetar Timur"
OD|"81.08.16","Kepulauan Roma"
PD|"81.08.17","Kisar Utara"
HG|"81.09.01","Namrole"
IG|"81.09.02","Waesama"
JG|"81.09.03","Ambalau"
KG|"81.09.04","Kepala Madan"
LG|"81.09.05","Leksula"
MG|"81.09.06","Fena Fafan"
EF|"81.71.01","Nusaniwe"
FF|"81.71.02","Sirimau"
GF|"81.71.03","Baguala"
HF|"81.71.04","Teluk Ambon"
IF|"81.71.05","Leitimur Selatan"
JJ|"81.72.01","Pulau Dullah Utara"
KJ|"81.72.02","Pulau Dullah Selatan"
LJ|"81.72.03","Tayando Tam"
MJ|"81.72.04","Pulau-Pulau Kur"
NJ|"81.72.05","Kur Selatan"
WP|"82.01.01","Jailolo"
XP|"82.01.02","Loloda"
YP|"82.01.03","Ibu"
ZP|"82.01.04","Sahu"
AQ|"82.01.05","Jailolo Selatan"
CQ|"82.01.07","Ibu Utara"
DQ|"82.01.08","Ibu Selatan"
EQ|"82.01.09","Sahu Timur"
CR|"82.01.10","Loloda Tengah"
BU|"82.02.01","Weda"
CU|"82.02.02","Patani"
DU|"82.02.03","Pulau Gebe"
EU|"82.02.04","Weda Utara"
FU|"82.02.05","Weda Selatan"
GU|"82.02.06","Patani Utara"
HU|"82.02.07","Weda Tengah"
IU|"82.02.08","Patani Barat"
JU|"82.02.09","Weda Timur"
HV|"82.02.10","Patani Timur"
JY|"82.03.04","Galela"
KY|"82.03.05","Tobelo"
LY|"82.03.06","Tobelo Selatan"
MY|"82.03.07","Kao"
NY|"82.03.08","Malifut"
OY|"82.03.09","Loloda Utara"
MZ|"82.03.10","Tobelo Utara"
NZ|"82.03.11","Tobelo Tengah"
OZ|"82.03.12","Tobelo Timur"
PZ|"82.03.13","Tobelo Barat"
QZ|"82.03.14","Galela Barat"
RZ|"82.03.15","Galela Utara"
SZ|"82.03.16","Galela Selatan"
VZ|"82.03.19","Loloda Kepulauan"
TA|"82.03.20","Kao Utara"
UA|"82.03.21","Kao Barat"
VA|"82.03.22","Kao Teluk"
LC|"82.04.01","Pulau Makian"
MC|"82.04.02","Kayoa"
NC|"82.04.03","Gane Timur"
OC|"82.04.04","Gane Barat"
PC|"82.04.05","Obi Selatan"
QC|"82.04.06","Obi"
RC|"82.04.07","Bacan Timur"
SC|"82.04.08","Bacan"
TC|"82.04.09","Bacan Barat"
RD|"82.04.10","Makian Barat"
SD|"82.04.11","Kayoa Barat"
TD|"82.04.12","Kayoa Selatan"
UD|"82.04.13","Kayoa Utara"
VD|"82.04.14","Bacan Barat Utara"
WD|"82.04.15","Kasiruta Barat"
XD|"82.04.16","Kasiruta Timur"
YD|"82.04.17","Bacan Selatan"
ZD|"82.04.18","Kepulauan Botanglomang"
AE|"82.04.19","Mandioli Selatan"
YE|"82.04.20","Mandioli Utara"
ZE|"82.04.21","Bacan Timur Selatan"
AF|"82.04.22","Bacan Timur Tengah"
BF|"82.04.23","Gane Barat Selatan"
CF|"82.04.24","Gane Barat Utara"
DF|"82.04.25","Kepulauan Joronga"
EF|"82.04.26","Gane Timur Selatan"
FF|"82.04.27","Gane Timur Tengah"
GF|"82.04.28","Obi Barat"
HF|"82.04.29","Obi Timur"
FG|"82.04.30","Obi Utara"
QG|"82.05.01","Mangoli Timur"
RG|"82.05.02","Sanana"
SG|"82.05.03","Sulabesi Barat"
VG|"82.05.06","Mangoli Barat"
WG|"82.05.07","Sulabesi Tengah"
XG|"82.05.08","Sulabesi Timur"
YG|"82.05.09","Sulabesi Selatan"
WH|"82.05.10","Mangoli Utara Timur"
XH|"82.05.11","Mangoli Tengah"
YH|"82.05.12","Mangoli Selatan"
ZH|"82.05.13","Mangoli Utara"
EI|"82.05.18","Sanana Utara"
VK|"82.06.01","Wasile"
WK|"82.06.02","Maba"
XK|"82.06.03","Maba Selatan"
YK|"82.06.04","Wasile Selatan"
ZK|"82.06.05","Wasile Tengah"
AL|"82.06.06","Wasile Utara"
BL|"82.06.07","Wasile Timur"
CL|"82.06.08","Maba Tengah"
DL|"82.06.09","Maba Utara"
BM|"82.06.10","Kota Maba"
AP|"82.07.01","Morotai Selatan"
BP|"82.07.02","Morotai Selatan Barat"
CP|"82.07.03","Morotai Jaya"
DP|"82.07.04","Morotai Utara"
EP|"82.07.05","Morotai Timur"
FP|"82.07.06","Pulau Rao"
FT|"82.08.01","Taliabu Barat"
GT|"82.08.02","Taliabu Barat Laut"
HT|"82.08.03","Lede"
IT|"82.08.04","Taliabu Utara"
JT|"82.08.05","Taliabu Timur"
KT|"82.08.06","Taliabu Timur Selatan"
LT|"82.08.07","Taliabu Selatan"
MT|"82.08.08","Tabona"
HW|"82.71.01","Pulau Ternate"
IW|"82.71.02","Kota Ternate Selatan"
JW|"82.71.03","Kota Ternate Utara"
KW|"82.71.04","Moti"
LW|"82.71.05","Pulau Batang Dua"
MW|"82.71.06","Kota Ternate Tengah"
NW|"82.71.07","Pulau Hiri"
OW|"82.71.08","Ternate Barat"
MA|"82.72.01","Tidore"
NA|"82.72.02","Oba Utara"
OA|"82.72.03","Oba"
PA|"82.72.04","Tidore Selatan"
QA|"82.72.05","Tidore Utara"
RA|"82.72.06","Oba Tengah"
SA|"82.72.07","Oba Selatan"
TA|"82.72.08","Tidore Timur"
KC|"91.03.01","Sentani"
LC|"91.03.02","Sentani Timur"
MC|"91.03.03","Depapre"
NC|"91.03.04","Sentani Barat"
OC|"91.03.05","Kemtuk"
PC|"91.03.06","Kemtuk Gresi"
QC|"91.03.07","Nimboran"
RC|"91.03.08","Nimbokrang"
SC|"91.03.09","Unurum Guay"
QD|"91.03.10","Demta"
RD|"91.03.11","Kaureh"
SD|"91.03.12","Ebungfao"
TD|"91.03.13","Waibu"
UD|"91.03.14","Nambluong"
VD|"91.03.15","Yapsi"
WD|"91.03.16","Airu"
XD|"91.03.17","Raveni Rara"
YD|"91.03.18","Gresi Selatan"
ZD|"91.03.19","Yokari"
UK|"91.05.01","Yapen Selatan"
VK|"91.05.02","Yapen Barat"
WK|"91.05.03","Yapen Timur"
XK|"91.05.04","Angkaisera"
YK|"91.05.05","Poom"
ZK|"91.05.06","Kosiwo"
AL|"91.05.07","Yapen Utara"
BL|"91.05.08","Raimbawi"
CL|"91.05.09","Teluk Ampimoi"
AM|"91.05.10","Kepulauan Ambai"
BM|"91.05.11","Wonawa"
CM|"91.05.12","Windesi"
DM|"91.05.13","Pulau Kurudu"
EM|"91.05.14","Pulau Yerui"
FM|"91.05.15","Anotaurei"
GM|"91.05.16","Yawakukat"
HM|"91.05.17","Nusawani"
ZO|"91.06.01","Biak Kota"
AP|"91.06.02","Biak Utara"
BP|"91.06.03","Biak Timur"
CP|"91.06.04","Numfor Barat"
DP|"91.06.05","Numfor Timur"
GP|"91.06.08","Biak Barat"
HP|"91.06.09","Warsa"
FQ|"91.06.10","Padaido"
GQ|"91.06.11","Yendidori"
HQ|"91.06.12","Samofa"
IQ|"91.06.13","Yawosi"
JQ|"91.06.14","Andey"
KQ|"91.06.15","Swandiwe"
LQ|"91.06.16","Bruyadori"
MQ|"91.06.17","Orkeri"
NQ|"91.06.18","Poiru"
OQ|"91.06.19","Aimando Padaido"
MR|"91.06.20","Oridek"
NR|"91.06.21","Bondifuar"
EY|"91.10.01","Sarmi"
FY|"91.10.02","Tor Atas"
GY|"91.10.03","Pantai Barat"
HY|"91.10.04","Pantai Timur"
IY|"91.10.05","Bonggo"
MY|"91.10.09","Apawer Hulu"
MZ|"91.10.12","Sarmi Selatan"
NZ|"91.10.13","Sarmi Timur"
OZ|"91.10.14","Pantai Timur Bagian Barat"
PZ|"91.10.15","Bonggo Timur"
JC|"91.11.01","Waris"
KC|"91.11.02","Arso"
LC|"91.11.03","Senggi"
MC|"91.11.04","Web"
NC|"91.11.05","Skanto"
OC|"91.11.06","Arso Timur"
PC|"91.11.07","Towe"
QC|"91.11.08","Arso Barat"
RC|"91.11.09","Mannem"
PD|"91.11.10","Yaffi"
QD|"91.11.11","Kaisenar"
DT|"91.15.01","Waropen Bawah"
FT|"91.15.03","Masirei"
JT|"91.15.07","Risei Sayati"
KT|"91.15.08","Urei Faisei"
LT|"91.15.09","Inggerus"
JU|"91.15.10","Kirihi"
KU|"91.15.11","Oudate"
LU|"91.15.12","Wapoga"
MU|"91.15.13","Demba"
NU|"91.15.14","Wonti"
OU|"91.15.15","Soyoi Mambai"
XJ|"91.19.01","Supiori Selatan"
YJ|"91.19.02","Supiori Utara"
ZJ|"91.19.03","Supiori Timur"
AK|"91.19.04","Kepulauan Aruri"
BK|"91.19.05","Supiori Barat"
NG|"91.20.01","Mamberamo Tengah"
OG|"91.20.02","Mamberamo Hulu"
PG|"91.20.03","Rufaer"
QG|"91.20.04","Mamberamo Tengah Timur"
RG|"91.20.05","Mamberamo Hilir"
SG|"91.20.06","Waropen Atas"
TG|"91.20.07","Benuki"
UG|"91.20.08","Sawai"
LA|"91.71.01","Jayapura Utara"
MA|"91.71.02","Jayapura Selatan"
NA|"91.71.03","Abepura"
OA|"91.71.04","Muara Tami"
PA|"91.71.05","Heram"
KP|"92.02.03","Warmare"
LP|"92.02.04","Prafi"
MP|"92.02.05","Masni"
QQ|"92.02.12","Manokwari Barat"
RQ|"92.02.13","Manokwari Timur"
SQ|"92.02.14","Manokwari Utara"
TQ|"92.02.15","Manokwari Selatan"
VQ|"92.02.17","Tanah Rubuh"
WR|"92.02.21","Sidey"
DT|"92.02.31","Aimasi"
ET|"92.02.32","Mokwam"
FT|"92.02.33","Masni Utara"
GT|"92.02.34","Wasirawi"
HT|"92.02.35","Moruj Mega"
NT|"92.03.01","Fak-Fak"
OT|"92.03.02","Fak-Fak Barat"
PT|"92.03.03","Fak-Fak Timur"
QT|"92.03.04","Kokas"
RT|"92.03.05","Fak-Fak Tengah"
ST|"92.03.06","Karas"
TT|"92.03.07","Bomberay"
UT|"92.03.08","Kramongmongga"
VT|"92.03.09","Teluk Patipi"
TU|"92.03.10","Pariwari"
UU|"92.03.11","Wartutin"
VU|"92.03.12","Fakfak Timur Tengah"
WU|"92.03.13","Arguni"
XU|"92.03.14","Mbahamdandara"
YU|"92.03.15","Kayauni"
ZU|"92.03.16","Furwagi"
AV|"92.03.17","Tomage"
CG|"92.06.01","Bintuni"
DG|"92.06.02","Merdey"
EG|"92.06.03","Babo"
FG|"92.06.04","Aranday"
GG|"92.06.05","Moskona Selatan"
HG|"92.06.06","Moskona Utara"
IG|"92.06.07","Wamesa"
JG|"92.06.08","Fafurwar"
KG|"92.06.09","Tembuni"
IH|"92.06.10","Kuri"
JH|"92.06.11","Manimeri"
KH|"92.06.12","Tuhiba"
LH|"92.06.13","Dataran Beimes"
MH|"92.06.14","Sumuri"
NH|"92.06.15","Kaitaro"
OH|"92.06.16","Aroba"
PH|"92.06.17","Masyeta"
QH|"92.06.18","Biscoop"
RH|"92.06.19","Tomu"
PI|"92.06.20","Kamundan"
QI|"92.06.21","Weriagar"
RI|"92.06.22","Moskona Barat"
SI|"92.06.23","Meyado"
TI|"92.06.24","Moskona Timur"
HK|"92.07.01","Wasior"
IK|"92.07.02","Windesi"
JK|"92.07.03","Teluk Duairi"
KK|"92.07.04","Wondiboy"
LK|"92.07.05","Wamesa"
MK|"92.07.06","Rumberpon"
NK|"92.07.07","Naikere"
OK|"92.07.08","Rasiei"
PK|"92.07.09","Kuri Wamesa"
NL|"92.07.10","Roon"
OL|"92.07.11","Roswar"
PL|"92.07.12","Nikiwar"
QL|"92.07.13","Soug Jaya"
MO|"92.08.01","Kaimana"
NO|"92.08.02","Buruway"
OO|"92.08.03","Teluk Arguni Atas"
PO|"92.08.04","Teluk Etna"
QO|"92.08.05","Kambrau"
RO|"92.08.06","Teluk Arguni Bawah"
SO|"92.08.07","Yamor"
MT|"92.11.01","Ransiki"
NT|"92.11.02","Oransbari"
OT|"92.11.03","Neney"
PT|"92.11.04","Dataran Isim"
QT|"92.11.05","Momi Waren"
RT|"92.11.06","Tahota"
RX|"92.12.01","Anggi"
SX|"92.12.02","Anggi Gida"
TX|"92.12.03","Membey"
UX|"92.12.04","Sururey"
VX|"92.12.05","Didohu"
WX|"92.12.06","Taige"
XX|"92.12.07","Catubouw"
YX|"92.12.08","Testega"
ZX|"92.12.09","Minyambaouw"
XY|"92.12.10","Hingk"
CA|"93.01.01","Merauke"
DA|"93.01.02","Muting"
EA|"93.01.03","Okaba"
FA|"93.01.04","Kimaam"
GA|"93.01.05","Semangga"
HA|"93.01.06","Tanah Miring"
IA|"93.01.07","Jagebob"
JA|"93.01.08","Sota"
KA|"93.01.09","Ulilin"
IB|"93.01.10","Elikobal"
JB|"93.01.11","Kurik"
KB|"93.01.12","Naukenjerai"
LB|"93.01.13","Animha"
MB|"93.01.14","Malind"
NB|"93.01.15","Tubang"
OB|"93.01.16","Ngguti"
PB|"93.01.17","Kaptel"
QB|"93.01.18","Tabonji"
RB|"93.01.19","Waan"
PC|"93.01.20","Ilwayab"
QC|"93.01.21","Padua"
RC|"93.01.22","Kontuar"
HE|"93.02.01","Mandobo"
IE|"93.02.02","Mindiptana"
JE|"93.02.03","Waropko"
KE|"93.02.04","Kouh"
LE|"93.02.05","Jair"
ME|"93.02.06","Bomakia"
NE|"93.02.07","Kombut"
OE|"93.02.08","Iniyandit"
PE|"93.02.09","Arimop"
NF|"93.02.10","Fofi"
OF|"93.02.11","Ambatkwi"
PF|"93.02.12","Manggelum"
QF|"93.02.13","Firiwage"
RF|"93.02.14","Yaniruma"
SF|"93.02.15","Subur"
TF|"93.02.16","Kombay"
UF|"93.02.17","Ninati"
VF|"93.02.18","Sesnuk"
WF|"93.02.19","Ki"
UG|"93.02.20","Kawagit"
MI|"93.03.01","Obaa"
NI|"93.03.02","Mambioman Bapai"
OI|"93.03.03","Citak-Mitak"
PI|"93.03.04","Edera"
QI|"93.03.05","Haju"
RI|"93.03.06","Assue"
SI|"93.03.07","Kaibar"
TI|"93.03.08","Passue"
UI|"93.03.09","Minyamur"
SJ|"93.03.10","Venaha"
TJ|"93.03.11","Syahcame"
UJ|"93.03.12","Yakomi"
VJ|"93.03.13","Bamgi"
WJ|"93.03.14","Passue Bawah"
XJ|"93.03.15","Ti Zain"
RM|"93.04.01","Agats"
SM|"93.04.02","Atsj"
TM|"93.04.03","Sawa Erma"
UM|"93.04.04","Akat"
VM|"93.04.05","Fayit"
WM|"93.04.06","Pantai Kasuari"
XM|"93.04.07","Suator"
YM|"93.04.08","Suru-suru"
ZM|"93.04.09","Kolf Braza"
XN|"93.04.10","Unir Sirau"
YN|"93.04.11","Joerat"
ZN|"93.04.12","Pulau Tiga"
AO|"93.04.13","Jetsy"
BO|"93.04.14","Der Koumur"
CO|"93.04.15","Kopay"
DO|"93.04.16","Safan"
EO|"93.04.17","Sirets"
FO|"93.04.18","Ayib"
GO|"93.04.19","Betcbamu"
EP|"93.04.20","Joutu"
FP|"93.04.21","Aswi"
GP|"93.04.22","Awyu"
HP|"93.04.23","Koroway Buluanop"
IP|"93.04.24","Tomor Birip"
JP|"93.04.25","Sor Ep"
BP|"94.01.01","Nabire"
CP|"94.01.02","Napan"
DP|"94.01.03","Yaur"
EP|"94.01.04","Uwapa"
FP|"94.01.05","Wanggar"
GP|"94.01.06","Siriwo"
HP|"94.01.07","Makimi"
IP|"94.01.08","Teluk Umar"
JP|"94.01.09","Teluk Kimi"
HQ|"94.01.10","Yaro"
IQ|"94.01.11","Wapoga"
JQ|"94.01.12","Nabire Barat"
KQ|"94.01.13","Moora"
LQ|"94.01.14","Dipa"
MQ|"94.01.15","Menou"
GT|"94.02.01","Mulia"
HT|"94.02.02","Ilu"
IT|"94.02.03","Fawi"
JT|"94.02.04","Mewoluk"
KT|"94.02.05","Yamo"
LT|"94.02.06","Nume"
MT|"94.02.07","Torere"
NT|"94.02.08","Tingginambut"
OT|"94.02.09","Pagaleme"
MU|"94.02.10","Gurage"
NU|"94.02.11","Irimuli"
OU|"94.02.12","Muara"
PU|"94.02.13","Ilamburawi"
QU|"94.02.14","Yambi"
RU|"94.02.15","Lumo"
SU|"94.02.16","Molanikime"
TU|"94.02.17","Dokome"
UU|"94.02.18","Kalome"
VU|"94.02.19","Wanwi"
TV|"94.02.20","Yamoneri"
UV|"94.02.21","Waegi"
VV|"94.02.22","Nioga"
WV|"94.02.23","Gubume"
XV|"94.02.24","Taganombak"
YV|"94.02.25","Dagai"
ZV|"94.02.26","Kiyage"
LX|"94.03.01","Paniai Timur"
MX|"94.03.02","Paniai Barat"
NX|"94.03.03","Aradide"
OX|"94.03.04","Bogabaida"
PX|"94.03.05","Bibida"
QX|"94.03.06","Dumadama"
RX|"94.03.07","Siriwo"
SX|"94.03.08","Kebo"
TX|"94.03.09","Yatamo"
RY|"94.03.10","Ekadide"
SY|"94.03.11","Wegee Muka"
TY|"94.03.12","Wegee Bino"
UY|"94.03.13","Pugo Dagi"
VY|"94.03.14","Muye"
WY|"94.03.15","Nakama"
XY|"94.03.16","Teluk Deya"
YY|"94.03.17","Yagai"
ZY|"94.03.18","Youtadi"
AZ|"94.03.19","Baya Biru"
YZ|"94.03.20","Deiyai Miyo"
ZZ|"94.03.21","Dogomo"
AA|"94.03.22","Aweida"
BA|"94.03.23","Topiyai"
CA|"94.03.24","Fajar Timur"
QB|"94.04.01","Mimika Baru"
RB|"94.04.02","Agimuga"
SB|"94.04.03","Mimika Timur"
TB|"94.04.04","Mimika Barat"
UB|"94.04.05","Jita"
VB|"94.04.06","Jila"
WB|"94.04.07","Mimika Timur Jauh"
XB|"94.04.08","Mimika Tengah"
YB|"94.04.09","Kuala Kencana"
WC|"94.04.10","Tembagapura"
XC|"94.04.11","Mimika Barat Jauh"
YC|"94.04.12","Mimika Barat Tengah"
ZC|"94.04.13","Kwamki Narama"
AD|"94.04.14","Hoya"
BD|"94.04.15","Iwaka"
CD|"94.04.16","Wania"
DD|"94.04.17","Amar"
ED|"94.04.18","Alama"
VF|"94.05.01","Ilaga"
WF|"94.05.02","Wangbe"
XF|"94.05.03","Beoga"
YF|"94.05.04","Doufo"
ZF|"94.05.05","Pogoma"
AG|"94.05.06","Sinak"
BG|"94.05.07","Agandugume"
CG|"94.05.08","Gome"
DG|"94.05.09","Dervos"
BH|"94.05.10","Beoga Barat"
CH|"94.05.11","Beoga Timur"
DH|"94.05.12","Ogamanim"
EH|"94.05.13","Kembru"
FH|"94.05.14","Bina"
GH|"94.05.15","Sinak Barat"
HH|"94.05.16","Mage'abume"
IH|"94.05.17","Yugumuak"
JH|"94.05.18","Ilaga Utara"
KH|"94.05.19","Mabugi"
II|"94.05.20","Omukia"
JI|"94.05.21","Lambewi"
KI|"94.05.22","Oneri"
LI|"94.05.23","Amungkalpia"
MI|"94.05.24","Gome Utara"
NI|"94.05.25","Erelmakawia"
AK|"94.06.01","Kamu"
BK|"94.06.02","Mapia"
CK|"94.06.03","Piyaiye"
DK|"94.06.04","Kamu Utara"
EK|"94.06.05","Sukikai Selatan"
FK|"94.06.06","Mapia Barat"
GK|"94.06.07","Kamu Selatan"
HK|"94.06.08","Kamu Timur"
IK|"94.06.09","Mapia Tengah"
GL|"94.06.10","Dogiyai"
FO|"94.07.01","Sugapa"
GO|"94.07.02","Homeyo"
HO|"94.07.03","Wandai"
IO|"94.07.04","Biandoga"
JO|"94.07.05","Agisiga"
KO|"94.07.06","Hitadipa"
LO|"94.07.07","Ugimba"
MO|"94.07.08","Tomosiga"
KS|"94.08.01","Tigi"
LS|"94.08.02","Tigi Timur"
MS|"94.08.03","Bowobado"
NS|"94.08.04","Tigi Barat"
OS|"94.08.05","Kapiraya"
AE|"95.01.01","Wamena"
BE|"95.01.02","Kurulu"
CE|"95.01.03","Asologaima"
DE|"95.01.04","Hubikosi"
EE|"95.01.05","Bolakme"
FE|"95.01.06","Walelagama"
GE|"95.01.07","Musatfak"
HE|"95.01.08","Wolo"
IE|"95.01.09","Asolokobal"
GF|"95.01.10","Pelebaga"
HF|"95.01.11","Yalengga"
IF|"95.01.12","Trikora"
JF|"95.01.13","Napua"
KF|"95.01.14","Walaik"
LF|"95.01.15","Wouma"
MF|"95.01.16","Hubikiak"
NF|"95.01.17","Ibele"
OF|"95.01.18","Taelarek"
PF|"95.01.19","Itlay Hisage"
NG|"95.01.20","Siepkosi"
OG|"95.01.21","Usilimo"
PG|"95.01.22","Wita Waya"
QG|"95.01.23","Libarek"
RG|"95.01.24","Wadangku"
SG|"95.01.25","Pisugi"
TG|"95.01.26","Koragi"
UG|"95.01.27","Tagime"
VG|"95.01.28","Molagalome"
WG|"95.01.29","Tagineri"
UH|"95.01.30","Silo Karno Doga"
VH|"95.01.31","Piramid"
WH|"95.01.32","Muliama"
XH|"95.01.33","Bugi"
YH|"95.01.34","Bpiri"
ZH|"95.01.35","Welesi"
AI|"95.01.36","Asotipo"
BI|"95.01.37","Maima"
CI|"95.01.38","Popugoba"
DI|"95.01.39","Wame"
BJ|"95.01.40","Wesaput"
FI|"95.02.01","Oksibil"
GI|"95.02.02","Kiwirok"
HI|"95.02.03","Okbibab"
II|"95.02.04","Iwur"
JI|"95.02.05","Batom"
KI|"95.02.06","Borme"
LI|"95.02.07","Kiwirok Timur"
MI|"95.02.08","Aboy"
NI|"95.02.09","Pepera"
LJ|"95.02.10","Bime"
MJ|"95.02.11","Alemsom"
NJ|"95.02.12","Okbape"
OJ|"95.02.13","Kalomdol"
PJ|"95.02.14","Oksop"
QJ|"95.02.15","Serambakon"
RJ|"95.02.16","Ok Aom"
SJ|"95.02.17","Kawor"
TJ|"95.02.18","Awinbon"
UJ|"95.02.19","Tarup"
SK|"95.02.20","Okhika"
TK|"95.02.21","Oksamol"
UK|"95.02.22","Oklip"
VK|"95.02.23","Okbemtau"
WK|"95.02.24","Oksebang"
XK|"95.02.25","Okbab"
YK|"95.02.26","Batani"
ZK|"95.02.27","Weime"
AL|"95.02.28","Murkim"
BL|"95.02.29","Mofinop"
ZL|"95.02.30","Jetfa"
AM|"95.02.31","Teiraplu"
BM|"95.02.32","Eipumek"
CM|"95.02.33","Pamek"
DM|"95.02.34","Nongme"
KM|"95.03.01","Kurima"
LM|"95.03.02","Anggruk"
MM|"95.03.03","Ninia"
NM|"95.03.04","Silimo"
OM|"95.03.05","Samenage"
PM|"95.03.06","Nalca"
QM|"95.03.07","Dekai"
RM|"95.03.08","Obio"
SM|"95.03.09","Suru Suru"
QN|"95.03.10","Wusama"
RN|"95.03.11","Amuma"
SN|"95.03.12","Musaik"
TN|"95.03.13","Pasema"
UN|"95.03.14","Hogio"
VN|"95.03.15","Mugi"
WN|"95.03.16","Soba"
XN|"95.03.17","Werima"
YN|"95.03.18","Tangma"
ZN|"95.03.19","Ukha"
XO|"95.03.20","Panggema"
YO|"95.03.21","Kosarek"
ZO|"95.03.22","Nipsan"
AP|"95.03.23","Ubahak"
BP|"95.03.24","Pronggoli"
CP|"95.03.25","Walma"
DP|"95.03.26","Yahuliambut"
EP|"95.03.27","Hereapini"
FP|"95.03.28","Ubalihi"
GP|"95.03.29","Talambo"
EQ|"95.03.30","Puldama"
FQ|"95.03.31","Endomen"
GQ|"95.03.32","Kona"
HQ|"95.03.33","Dirwemna"
IQ|"95.03.34","Holuwon"
JQ|"95.03.35","Lolat"
KQ|"95.03.36","Soloikma"
LQ|"95.03.37","Sela"
MQ|"95.03.38","Korupun"
NQ|"95.03.39","Langda"
LR|"95.03.40","Bomela"
MR|"95.03.41","Suntamon"
NR|"95.03.42","Seradala"
OR|"95.03.43","Sobaham"
PR|"95.03.44","Kabianggama"
QR|"95.03.45","Kwelamdua"
RR|"95.03.46","Kwikma"
SR|"95.03.47","Hilipuk"
TR|"95.03.48","Duram"
UR|"95.03.49","Yogosem"
SS|"95.03.50","Kayo"
TS|"95.03.51","Sumo"
PQ|"95.04.01","Karubaga"
QQ|"95.04.02","Bokondini"
RQ|"95.04.03","Kanggime"
SQ|"95.04.04","Kembu"
TQ|"95.04.05","Goyage"
UQ|"95.04.06","Wunim"
VQ|"95.04.07","Wina"
WQ|"95.04.08","Umagi"
XQ|"95.04.09","Panaga"
VR|"95.04.10","Woniki"
WR|"95.04.11","Kubu"
XR|"95.04.12","Konda/Kondaga"
YR|"95.04.13","Nelawi"
ZR|"95.04.14","Kuari"
AS|"95.04.15","Bokoneri"
BS|"95.04.16","Bewani"
CS|"95.04.17","Nabunage"
DS|"95.04.18","Gilubandu"
ES|"95.04.19","Nunggawi"
CT|"95.04.20","Gundagi"
DT|"95.04.21","Numba"
ET|"95.04.22","Timori"
FT|"95.04.23","Dundu"
GT|"95.04.24","Geya"
HT|"95.04.25","Egiam"
IT|"95.04.26","Poganeri"
JT|"95.04.27","Kamboneri"
KT|"95.04.28","Airgaram"
LT|"95.04.29","Wari/Taiyeve II"
JU|"95.04.30","Dow"
KU|"95.04.31","Tagineri"
LU|"95.04.32","Yuneri"
MU|"95.04.33","Wakuwo"
NU|"95.04.34","Gika"
