HS|"id","nm"
QC|"12.77.03","Padangsidimpuan Batunadua"
RC|"12.77.04","Padangsidimpuan Hutaimbaru"
SC|"12.77.05","Padangsidimpuan Tenggara"
TC|"12.77.06","Padangsidimpuan Angkola Julu"
TG|"12.78.01","Gunungsitoli"
UG|"12.78.02","Gunungsitoli Selatan"
VG|"12.78.03","Gunungsitoli Utara"
WG|"12.78.04","Gunungsitoli Idanoi"
XG|"12.78.05","Gunungsitoli Alo'oa"
YG|"12.78.06","Gunungsitoli Barat"
YL|"13.01.01","Pancung Soal"
ZL|"13.01.02","Ranah Pesisir"
AM|"13.01.03","Lengayang"
BM|"13.01.04","Batang Kapas"
CM|"13.01.05","IV Jurai"
DM|"13.01.06","Bayang"
EM|"13.01.07","Koto XI Tarusan"
FM|"13.01.08","Sutera"
GM|"13.01.09","Linggo Sari Baganti"
EN|"13.01.10","Lunang"
FN|"13.01.11","Basa Ampek Balai Tapan"
GN|"13.01.12","IV Nagari Bayang Utara"
HN|"13.01.13","Airpura"
IN|"13.01.14","Ranah Ampek Hulu Tapan"
JN|"13.01.15","Silaut"
FQ|"13.02.03","Pantai Cermin"
GQ|"13.02.04","Lembah Gumanti"
HQ|"13.02.05","Payung Sekaki"
IQ|"13.02.06","Lembang Jaya"
JQ|"13.02.07","Gunung Talang"
KQ|"13.02.08","Bukit Sundi"
LQ|"13.02.09","IX Koto Sungai Lasi"
JR|"13.02.10","Kubung"
KR|"13.02.11","X Koto Singkarak"
LR|"13.02.12","X Koto Diatas"
MR|"13.02.13","Junjung Sirih"
QR|"13.02.17","Hiliran Gumanti"
RR|"13.02.18","Tigo Lurah"
SR|"13.02.19","Danau Kembar"
KU|"13.03.03","Tanjung Gadang"
LU|"13.03.04","Sijunjung"
MU|"13.03.05","IV Nagari"
NU|"13.03.06","Kamang Baru"
OU|"13.03.07","Lubuk Tarok"
PU|"13.03.08","Koto VII"
QU|"13.03.09","Sumpur Kudus"
OV|"13.03.10","Kupitan"
NY|"13.04.01","X Koto"
OY|"13.04.02","Batipuh"
PY|"13.04.03","Rambatan"
QY|"13.04.04","Lima Kaum"
RY|"13.04.05","Tanjung Emas"
SY|"13.04.06","Lintau Buo"
TY|"13.04.07","Sungayang"
UY|"13.04.08","Sungai Tarab"
VY|"13.04.09","Pariangan"
TZ|"13.04.10","Salimpaung"
UZ|"13.04.11","Padang Ganting"
VZ|"13.04.12","Tanjuang Baru"
WZ|"13.04.13","Lintau Buo Utara"
XZ|"13.04.14","Batipuah Selatan"
SC|"13.05.01","Lubuak Aluang"
TC|"13.05.02","Batang Anai"
UC|"13.05.03","Nan Sabaris"
VC|"13.05.04","2 x 11 Anam Lingkuang"
WC|"13.05.05","VII Koto"
XC|"13.05.06","V Koto"
YC|"13.05.07","Sungai Garinggiang"
ZC|"13.05.08","Sungai Limau"
AD|"13.05.09","IV Koto Aua Malintang"
YD|"13.05.10","Ulakan Tapakih"
ZD|"13.05.11","Sintuak Toboh Gadang"
AE|"13.05.12","VII Koto Padang Sago"
BE|"13.05.13","Batang Gasan"
CE|"13.05.14","V Koto Timur"
DE|"13.05.15","2 x 11 Kayu Tanam"
EE|"13.05.16","Koto Patamuan"
FE|"13.05.17","Anam Lingkuang"
XG|"13.06.01","Tanjung Mutiara"
YG|"13.06.02","Lubuk Basung"
ZG|"13.06.03","Tanjung Raya"
AH|"13.06.04","Matur"
BH|"13.06.05","IV Koto"
CH|"13.06.06","Banuhampu"
DH|"13.06.07","Ampek Angkek"
EH|"13.06.08","Baso"
FH|"13.06.09","Tilatang Kamang"
DI|"13.06.10","Palupuh"
EI|"13.06.11","Palembayan"
FI|"13.06.12","Sungai Pua"
GI|"13.06.13","Ampek Nagari"
HI|"13.06.14","Candung"
II|"13.06.15","Kamang Magek"
JI|"13.06.16","Malalak"
CL|"13.07.01","Suliki"
DL|"13.07.02","Guguak"
EL|"13.07.03","Payakumbuh"
FL|"13.07.04","Luak"
GL|"13.07.05","Harau"
HL|"13.07.06","Pangkalan Koto Baru"
IL|"13.07.07","Kapur IX"
JL|"13.07.08","Gunuang Omeh"
KL|"13.07.09","Lareh Sago Halaban"
IM|"13.07.10","Situjuah Limo Nagari"
JM|"13.07.11","Mungka"
KM|"13.07.12","Bukik Barisan"
LM|"13.07.13","Akabiluru"
KP|"13.08.04","Bonjol"
LP|"13.08.05","Lubuk Sikaping"
NP|"13.08.07","Panti"
OP|"13.08.08","Mapat Tunggul"
PQ|"13.08.12","Duo Koto"
QQ|"13.08.13","Tigo Nagari"
RQ|"13.08.14","Rao"
SQ|"13.08.15","Mapat Tunggul Selatan"
TQ|"13.08.16","Simpang Alahan Mati"
UQ|"13.08.17","Padang Gelugur"
VQ|"13.08.18","Rao Utara"
WQ|"13.08.19","Rao Selatan"
MT|"13.09.01","Pagai Utara"
NT|"13.09.02","Sipora Selatan"
OT|"13.09.03","Siberut Selatan"
PT|"13.09.04","Siberut Utara"
QT|"13.09.05","Siberut Barat"
RT|"13.09.06","Siberut Barat Daya"
ST|"13.09.07","Siberut Tengah"
TT|"13.09.08","Sipora Utara"
UT|"13.09.09","Sikakap"
SU|"13.09.10","Pagai Selatan"
CQ|"13.10.01","Koto Baru"
DQ|"13.10.02","Pulau Punjung"
EQ|"13.10.03","Sungai Rumbai"
FQ|"13.10.04","Sitiung"
GQ|"13.10.05","Sembilan Koto"
HQ|"13.10.06","Timpeh"
IQ|"13.10.07","Koto Salak"
JQ|"13.10.08","Tiumang"
KQ|"13.10.09","Padang Laweh"
IR|"13.10.10","Asam Jujuhan"
JR|"13.10.11","Koto Besar"
HU|"13.11.01","Sangir"
IU|"13.11.02","Sungai Pagu"
JU|"13.11.03","Koto Parik Gadang Diateh"
KU|"13.11.04","Sangir Jujuan"
LU|"13.11.05","Sangir Batang Hari"
MU|"13.11.06","Pauh Duo"
NU|"13.11.07","Sangir Balai Janggo"
MY|"13.12.01","Sungai Beremas"
NY|"13.12.02","Lembah Melintang"
OY|"13.12.03","Pasaman"
PY|"13.12.04","Talamau"
QY|"13.12.05","Kinali"
RY|"13.12.06","Gunung Tuleh"
SY|"13.12.07","Ranah Batahan"
TY|"13.12.08","Koto Balingka"
UY|"13.12.09","Sungai Aur"
SZ|"13.12.10","Luhak Nan Duo"
TZ|"13.12.11","Sasak Ranah Pasisie"
JS|"13.71.01","Padang Selatan"
KS|"13.71.02","Padang Timur"
LS|"13.71.03","Padang Barat"
MS|"13.71.04","Padang Utara"
NS|"13.71.05","Bungus Teluk Kabung"
OS|"13.71.06","Lubuk Begalung"
PS|"13.71.07","Lubuk Kilangan"
QS|"13.71.08","Pauh"
RS|"13.71.09","Kuranji"
PT|"13.71.10","Nanggalo"
QT|"13.71.11","Koto Tangah"
OW|"13.72.01","Lubuk Sikarah"
PW|"13.72.02","Tanjung Harapan"
TA|"13.73.01","Lembah Segar"
UA|"13.73.02","Barangin"
VA|"13.73.03","Silungkang"
WA|"13.73.04","Talawi"
YE|"13.74.01","Padang Panjang Timur"
ZE|"13.74.02","Padang Panjang Barat"
DJ|"13.75.01","Guguak Panjang"
EJ|"13.75.02","Mandiangin Koto Selayan"
FJ|"13.75.03","Aur Birugo Tigo Baleh"
IN|"13.76.01","Payakumbuh Barat"
JN|"13.76.02","Payakumbuh Utara"
KN|"13.76.03","Payakumbuh Timur"
LN|"13.76.04","Lamposi Tigo Nagori"
MN|"13.76.05","Payakumbuh Selatan"
NR|"13.77.01","Pariaman Tengah"
OR|"13.77.02","Pariaman Utara"
PR|"13.77.03","Pariaman Selatan"
QR|"13.77.04","Pariaman Timur"
BD|"14.01.01","Bangkinang Kota"
CD|"14.01.02","Kampar"
DD|"14.01.03","Tambang"
ED|"14.01.04","XIII Koto Kampar"
FD|"14.01.05","Kuok"
GD|"14.01.06","Siak Hulu"
HD|"14.01.07","Kampar Kiri"
ID|"14.01.08","Kampar Kiri Hilir"
JD|"14.01.09","Kampar Kiri Hulu"
HE|"14.01.10","Tapung"
IE|"14.01.11","Tapung Hilir"
JE|"14.01.12","Tapung Hulu"
KE|"14.01.13","Salo"
LE|"14.01.14","Rumbio Jaya"
ME|"14.01.15","Bangkinang"
NE|"14.01.16","Perhentian Raja"
OE|"14.01.17","Kampa"
PE|"14.01.18","Kampar Utara"
QE|"14.01.19","Kampar Kiri Tengah"
OF|"14.01.20","Gunung Sahilan"
PF|"14.01.21","Koto Kampar Hulu"
GH|"14.02.01","Rengat"
HH|"14.02.02","Rengat Barat"
IH|"14.02.03","Kelayang"
JH|"14.02.04","Pasir Penyu"
KH|"14.02.05","Peranap"
LH|"14.02.06","Seberida"
MH|"14.02.07","Batang Cenaku"
NH|"14.02.08","Batang Gansal"
OH|"14.02.09","Lirik"
MI|"14.02.10","Kuala Cenaku"
NI|"14.02.11","Sungai Lala"
OI|"14.02.12","Lubuk Batu Jaya"
PI|"14.02.13","Rakit Kulim"
QI|"14.02.14","Batang Peranap"
LL|"14.03.01","Bengkalis"
ML|"14.03.02","Bantan"
NL|"14.03.03","Bukit Batu"
TL|"14.03.09","Mandau"
RM|"14.03.10","Rupat"
SM|"14.03.11","Rupat Utara"
TM|"14.03.12","Siak Kecil"
UM|"14.03.13","Pinggir"
VM|"14.03.14","Bandar Laksamana"
WM|"14.03.15","Talang Muandau"
XM|"14.03.16","Bathin Solapan"
QP|"14.04.01","Reteh"
RP|"14.04.02","Enok"
SP|"14.04.03","Kuala Indragiri"
TP|"14.04.04","Tembilahan"
UP|"14.04.05","Tempuling"
VP|"14.04.06","Gaung Anak Serka"
WP|"14.04.07","Mandah"
XP|"14.04.08","Kateman"
YP|"14.04.09","Keritang"
WQ|"14.04.10","Tanah Merah"
XQ|"14.04.11","Batang Tuaka"
YQ|"14.04.12","Gaung"
ZQ|"14.04.13","Tembilahan Hulu"
AR|"14.04.14","Kemuning"
BR|"14.04.15","Pelangiran"
CR|"14.04.16","Teluk Belengkong"
DR|"14.04.17","Pulau Burung"
ER|"14.04.18","Concong"
FR|"14.04.19","Kempas"
DS|"14.04.20","Sungai Batang"
VT|"14.05.01","Ukui"
WT|"14.05.02","Pangkalan Kerinci"
XT|"14.05.03","Pangkalan Kuras"
YT|"14.05.04","Pangkalan Lesung"
ZT|"14.05.05","Langgam"
AU|"14.05.06","Pelalawan"
BU|"14.05.07","Kerumutan"
CU|"14.05.08","Bunut"
DU|"14.05.09","Teluk Meranti"
BV|"14.05.10","Kuala Kampar"
CV|"14.05.11","Bandar Sei Kijang"
DV|"14.05.12","Bandar Petalangan"
AY|"14.06.01","Ujung Batu"
BY|"14.06.02","Rokan IV Koto"
CY|"14.06.03","Rambah"
DY|"14.06.04","Tambusai"
EY|"14.06.05","Kepenuhan"
FY|"14.06.06","Kunto Darussalam"
GY|"14.06.07","Rambah Samo"
HY|"14.06.08","Rambah Hilir"
IY|"14.06.09","Tambusai Utara"
GZ|"14.06.10","Bangun Purba"
HZ|"14.06.11","Tandun"
IZ|"14.06.12","Kabun"
JZ|"14.06.13","Bonai Darussalam"
KZ|"14.06.14","Pagaran Tapah Darussalam"
LZ|"14.06.15","Kepenuhan Hulu"
MZ|"14.06.16","Pendalian IV Koto"
FC|"14.07.01","Kubu"
GC|"14.07.02","Bangko"
HC|"14.07.03","Tanah Putih"
IC|"14.07.04","Rimba Melintang"
JC|"14.07.05","Bagansinembah"
KC|"14.07.06","Pasir Limau Kapas"
LC|"14.07.07","Sinaboi"
MC|"14.07.08","Pujud"
NC|"14.07.09","Tanah Putih Tanjung Melawan"
LD|"14.07.10","Bangko Pusako"
MD|"14.07.11","Simpang Kanan"
ND|"14.07.12","Batu Hampar"
OD|"14.07.13","Rantau Kopar"
PD|"14.07.14","Pekaitan"
QD|"14.07.15","Kubu Babussalam"
RD|"14.07.16","Tanjung Medan"
SD|"14.07.17","Bagan Sinembah Raya"
TD|"14.07.18","Balai Jaya"
KG|"14.08.01","Siak"
LG|"14.08.02","Sungai Apit"
MG|"14.08.03","Minas"
NG|"14.08.04","Tualang"
OG|"14.08.05","Sungai Mandau"
PG|"14.08.06","Dayun"
QG|"14.08.07","Kerinci Kanan"
RG|"14.08.08","Bunga Raya"
SG|"14.08.09","Koto Gasib"
QH|"14.08.10","Kandis"
RH|"14.08.11","Lubuk Dalam"
SH|"14.08.12","Sabak Auh"
TH|"14.08.13","Mempura"
UH|"14.08.14","Pusako"
PK|"14.09.01","Kuantan Mudik"
QK|"14.09.02","Kuantan Tengah"
RK|"14.09.03","Singingi"
SK|"14.09.04","Kuantan Hilir"
TK|"14.09.05","Cerenti"
UK|"14.09.06","Benai"
VK|"14.09.07","Gunungtoar"
WK|"14.09.08","Singingi Hilir"
XK|"14.09.09","Pangean"
VL|"14.09.10","Logas Tanah Darat"
WL|"14.09.11","Inuman"
XL|"14.09.12","Hulu Kuantan"
YL|"14.09.13","Kuantan Hilir Seberang"
ZL|"14.09.14","Sentajo Raya"
AM|"14.09.15","Pucuk Rantau"
FH|"14.10.01","Tebing Tinggi"
GH|"14.10.02","Rangsang Barat"
HH|"14.10.03","Rangsang"
IH|"14.10.04","Tebing Tinggi Barat"
JH|"14.10.05","Merbau"
KH|"14.10.06","Pulaumerbau"
LH|"14.10.07","Tebing Tinggi Timur"
MH|"14.10.08","Tasik Putri Puyu"
NH|"14.10.09","Rangsang Pesisir"
MJ|"14.71.01","Sukajadi"
NJ|"14.71.02","Pekanbaru Kota"
OJ|"14.71.03","Sail"
PJ|"14.71.04","Limapuluh"
QJ|"14.71.05","Senapelan"
RJ|"14.71.06","Rumbai Barat"
SJ|"14.71.07","Bukit Raya"
TJ|"14.71.08","Binawidya"
UJ|"14.71.09","Marpoyan Damai"
SK|"14.71.10","Tenayan Raya"
TK|"14.71.11","Payung Sekaki"
UK|"14.71.12","Rumbai"
VK|"14.71.13","Tuahmadani"
WK|"14.71.14","Kulim"
XK|"14.71.15","Rumbai Timur"
RN|"14.72.01","Dumai Barat"
SN|"14.72.02","Dumai Timur"
TN|"14.72.03","Bukit Kapur"
UN|"14.72.04","Sungai Sembilan"
VN|"14.72.05","Medang Kampai"
WN|"14.72.06","Dumai Kota"
XN|"14.72.07","Dumai Selatan"
AS|"15.01.01","Gunung Raya"
BS|"15.01.02","Danau Kerinci"
DS|"15.01.04","Sitinjau Laut"
ES|"15.01.05","Air Hangat"
FS|"15.01.06","Gunung Kerinci"
GS|"15.01.07","Batang Merangin"
HS|"15.01.08","Keliling Danau"
IS|"15.01.09","Kayu Aro"
HT|"15.01.11","Air Hangat Timur"
LT|"15.01.15","Gunung Tujuh"
MT|"15.01.16","Siulak"
NT|"15.01.17","Depati Tujuh"
OT|"15.01.18","Siulak Mukai"
PT|"15.01.19","Kayu Aro Barat"
NU|"15.01.20","Bukit Kerman"
OU|"15.01.21","Air Hangat Barat"
PU|"15.01.22","Tanah Cogok"
QU|"15.01.23","Danau Kerinci Barat"
FW|"15.02.01","Jangkat"
GW|"15.02.02","Bangko"
HW|"15.02.03","Muara Siau"
IW|"15.02.04","Sungai Manau"
JW|"15.02.05","Tabir"
KW|"15.02.06","Pamenang"
LW|"15.02.07","Tabir Ulu"
MW|"15.02.08","Tabir Selatan"
NW|"15.02.09","Lembah Masurai"
LX|"15.02.10","Bangko Barat"
MX|"15.02.11","Nalo Tantan"
NX|"15.02.12","Batang Masumai"
OX|"15.02.13","Pamenang Barat"
PX|"15.02.14","Tabir Ilir"
QX|"15.02.15","Tabir Timur"
RX|"15.02.16","Renah Pembarap"
SX|"15.02.17","Pangkalan Jambu"
TX|"15.02.18","Jangkat Timur"
UX|"15.02.19","Renah Pamenang"
SY|"15.02.20","Pamenang Selatan"
TY|"15.02.21","Margo Tabir"
UY|"15.02.22","Tabir Lintas"
VY|"15.02.23","Tabir Barat"
WY|"15.02.24","Tiang Pumpung"
KA|"15.03.01","Batang Asai"
LA|"15.03.02","Limun"
MA|"15.03.03","Sarolangun"
NA|"15.03.04","Pauh"
OA|"15.03.05","Pelawan"
PA|"15.03.06","Mandiangin"
QA|"15.03.07","Air Hitam"
RA|"15.03.08","Bathin VIII"
SA|"15.03.09","Singkut"
QB|"15.03.10","Cermin Nan Gedang"
RB|"15.03.11","Mandiangin Timur"
PE|"15.04.01","Mersam"
QE|"15.04.02","Muara Tembesi"
RE|"15.04.03","Muara Bulian"
SE|"15.04.04","Batin XXIV"
TE|"15.04.05","Pemayung"
UE|"15.04.06","Maro Sebo Ulu"
VE|"15.04.07","Bajubang"
WE|"15.04.08","Maro Sebo Ilir"
UI|"15.05.01","Jambi Luar Kota"
VI|"15.05.02","Sekernan"
WI|"15.05.03","Kumpeh"
XI|"15.05.04","Maro Sebo"
YI|"15.05.05","Mestong"
ZI|"15.05.06","Kumpeh Ulu"
AJ|"15.05.07","Sungai Bahar"
BJ|"15.05.08","Sungai Gelam"
CJ|"15.05.09","Bahar Utara"
AK|"15.05.10","Bahar Selatan"
BK|"15.05.11","Taman Rajo"
ZM|"15.06.01","Tungkal Ulu"
AN|"15.06.02","Tungkal Ilir"
BN|"15.06.03","Pengabuan"
CN|"15.06.04","Betara"
DN|"15.06.05","Merlung"
EN|"15.06.06","Tebing Tinggi"
FN|"15.06.07","Batang Asam"
GN|"15.06.08","Renah Mendaluh"
HN|"15.06.09","Muara Papalik"
FO|"15.06.10","Seberang Kota"
GO|"15.06.11","Bram Itam"
HO|"15.06.12","Kuala Betara"
IO|"15.06.13","Senyerang"
ER|"15.07.01","Muara Sabak Timur"
FR|"15.07.02","Nipah Panjang"
GR|"15.07.03","Mendahara"
HR|"15.07.04","Rantau Rasau"
IR|"15.07.05","Sadu"
JR|"15.07.06","Dendang"
KR|"15.07.07","Muara Sabak Barat"
LR|"15.07.08","Kuala Jambi"
MR|"15.07.09","Mendahara Ulu"
KS|"15.07.10","Geragai"
LS|"15.07.11","Berbak"
JV|"15.08.01","Tanah Tumbuh"
KV|"15.08.02","Rantau Pandan"
LV|"15.08.03","Pasar Muaro Bungo"
MV|"15.08.04","Jujuhan"
NV|"15.08.05","Tanah Sepenggal"
OV|"15.08.06","Pelepat"
PV|"15.08.07","Limbur Lubuk Mengkuang"
QV|"15.08.08","Muko-muko Bathin VII"
RV|"15.08.09","Pelepat Ilir"
PW|"15.08.10","Batin II Babeko"
QW|"15.08.11","Bathin III"
RW|"15.08.12","Bungo Dani"
SW|"15.08.13","Rimbo Tengah"
TW|"15.08.14","Bathin III Ulu"
UW|"15.08.15","Bathin II Pelayang"
VW|"15.08.16","Jujuhan Ilir"
WW|"15.08.17","Tanah Sepenggal Lintas"
OZ|"15.09.01","Tebo Tengah"
PZ|"15.09.02","Tebo Ilir"
QZ|"15.09.03","Tebo Ulu"
RZ|"15.09.04","Rimbo Bujang"
SZ|"15.09.05","Sumay"
TZ|"15.09.06","VII Koto"
UZ|"15.09.07","Rimbo Ulu"
VZ|"15.09.08","Rimbo Ilir"
WZ|"15.09.09","Tengah Ilir"
UA|"15.09.10","Serai Serumpun"
VA|"15.09.11","VII Koto Ilir"
WA|"15.09.12","Muara Tabir"
LY|"15.71.01","Telanaipura"
MY|"15.71.02","Jambi Selatan"
NY|"15.71.03","Jambi Timur"
OY|"15.71.04","Pasar Jambi"
PY|"15.71.05","Pelayangan"
QY|"15.71.06","Danau Teluk"
RY|"15.71.07","Kota Baru"
SY|"15.71.08","Jelutung"
TY|"15.71.09","Alam Barajo"
RZ|"15.71.10","Danau Sipin"
SZ|"15.71.11","Paal Merah"
QC|"15.72.01","Sungai Penuh"
RC|"15.72.02","Pesisir Bukit"
SC|"15.72.03","Hamparan Rawang"
TC|"15.72.04","Tanah Kampung"
UC|"15.72.05","Kumun Debai"
VC|"15.72.06","Pondok Tinggi"
WC|"15.72.07","Koto Baru"
XC|"15.72.08","Sungai Bungkal"
FH|"16.01.07","Sosoh Buay Rayap"
GH|"16.01.08","Pengandonan"
HH|"16.01.09","Peninjauan"
II|"16.01.13","Baturaja Barat"
JI|"16.01.14","Baturaja Timur"
MJ|"16.01.20","Ulu Ogan"
NJ|"16.01.21","Semidang Aji"
OJ|"16.01.22","Lubuk Batang"
UJ|"16.01.28","Lengkiti"
VJ|"16.01.29","Sinar Peninjauan"
TK|"16.01.30","Lubuk Raja"
UK|"16.01.31","Muara Jaya"
VK|"16.01.32","Kedaton Peninjauan Raya"
FL|"16.02.02","Tanjung Lubuk"
GL|"16.02.03","Pedamaran"
HL|"16.02.04","Mesuji"
IL|"16.02.05","Kayu Agung"
LL|"16.02.08","Sirah Pulau Padang"
LM|"16.02.11","Tulung Selapan"
MM|"16.02.12","Pampangan"
NM|"16.02.13","Lempuing"
OM|"16.02.14","Air Sugihan"
PM|"16.02.15","Sungai Menang"
RM|"16.02.17","Jejawi"
SM|"16.02.18","Cengal"
TM|"16.02.19","Pangkalan Lampam"
RN|"16.02.20","Mesuji Makmur"
SN|"16.02.21","Mesuji Raya"
TN|"16.02.22","Lempuing Jaya"
UN|"16.02.23","Teluk Gelam"
VN|"16.02.24","Pedamaran Timur"
JP|"16.03.01","Tanjung Agung"
KP|"16.03.02","Muara Enim"
LP|"16.03.03","Rambang Niru"
MP|"16.03.04","Gunung Megang"
OP|"16.03.06","Gelumbang"
PP|"16.03.07","Lawang Kidul"
QP|"16.03.08","Semende Darat Laut"
RP|"16.03.09","Semende Darat Tengah"
PQ|"16.03.10","Semende Darat Ulu"
QQ|"16.03.11","Ujan Mas"
TQ|"16.03.14","Lubai"
UQ|"16.03.15","Rambang"
VQ|"16.03.16","Sungai Rotan"
WQ|"16.03.17","Lembak"
YQ|"16.03.19","Benakat"
XR|"16.03.21","Kelekar"
YR|"16.03.22","Muara Belida"
ZR|"16.03.23","Belimbing"
AS|"16.03.24","Belida Darat"
BS|"16.03.25","Lubai Ulu"
CS|"16.03.26","Empat Petulai Dangku"
DS|"16.03.27","Panang Enim"
OT|"16.04.01","Tanjungsakti Pumu"
TT|"16.04.06","Jarai"
UT|"16.04.07","Kota Agung"
VT|"16.04.08","Pulau Pinang"
WT|"16.04.09","Merapi Barat"
UU|"16.04.10","Lahat"
WU|"16.04.12","Pajar Bulan"
ZU|"16.04.15","Mulak Ulu"
AV|"16.04.16","Kikim Selatan"
BV|"16.04.17","Kikim Timur"
CV|"16.04.18","Kikim Tengah"
DV|"16.04.19","Kikim Barat"
BW|"16.04.20","Pseksu"
CW|"16.04.21","Gumay Talang"
DW|"16.04.22","Pagar Gunung"
EW|"16.04.23","Merapi Timur"
FW|"16.04.24","Tanjung Sakti Pumi"
GW|"16.04.25","Gumay Ulu"
HW|"16.04.26","Merapi Selatan"
IW|"16.04.27","Tanjungtebat"
JW|"16.04.28","Muarapayang"
KW|"16.04.29","Sukamerindu"
IX|"16.04.30","Mulak Sebingkai"
JX|"16.04.31","Lahat Selatan"
TX|"16.05.01","Tugumulyo"
UX|"16.05.02","Muara Lakitan"
VX|"16.05.03","Muara Kelingi"
AY|"16.05.08","Jayaloka"
BY|"16.05.09","Muara Beliti"
ZY|"16.05.10","STL Ulu Terawas"
AZ|"16.05.11","Selangit"
BZ|"16.05.12","Megang Sakti"
CZ|"16.05.13","Purwodadi"
DZ|"16.05.14","BTS. Ulu"
HZ|"16.05.18","Tiang Pumpung Kepungut"
IZ|"16.05.19","Sumber Harta"
GA|"16.05.20","Tuah Negeri"
HA|"16.05.21","Suka Karya"
YB|"16.06.01","Sekayu"
ZB|"16.06.02","Lais"
AC|"16.06.03","Sungai Keruh"
BC|"16.06.04","Batang Hari Leko"
CC|"16.06.05","Sanga Desa"
DC|"16.06.06","Babat Toman"
EC|"16.06.07","Sungai Lilin"
FC|"16.06.08","Keluang"
GC|"16.06.09","Bayung Lencir"
ED|"16.06.10","Plakat Tinggi"
FD|"16.06.11","Lalan"
GD|"16.06.12","Tungkal Jaya"
HD|"16.06.13","Lawan Wetan"
ID|"16.06.14","Babat Supat"
JD|"16.06.15","Jirak Jaya"
DG|"16.07.01","Banyuasin I"
EG|"16.07.02","Banyuasin II"
FG|"16.07.03","Banyuasin III"
GG|"16.07.04","Pulau Rimau"
HG|"16.07.05","Betung"
IG|"16.07.06","Rambutan"
JG|"16.07.07","Muara Padang"
KG|"16.07.08","Muara Telang"
LG|"16.07.09","Makarti Jaya"
JH|"16.07.10","Talang Kelapa"
KH|"16.07.11","Rantau Bayur"
LH|"16.07.12","Tanjung Lago"
MH|"16.07.13","Muara Sugihan"
NH|"16.07.14","Air Salek"
OH|"16.07.15","Tungkal Ilir"
PH|"16.07.16","Suak Tapeh"
QH|"16.07.17","Sembawa"
RH|"16.07.18","Sumber Marga Telang"
SH|"16.07.19","Air Kumbang"
QI|"16.07.20","Karang Agung Ilir"
RI|"16.07.21","Selat Penuguan"
IK|"16.08.01","Martapura"
JK|"16.08.02","Buay Madang"
KK|"16.08.03","Belitang"
LK|"16.08.04","Cempaka"
MK|"16.08.05","Buay Pemuka Peliung"
NK|"16.08.06","Madang Suku II"
OK|"16.08.07","Madang Suku I"
PK|"16.08.08","Semendawai Suku III"
QK|"16.08.09","Belitang II"
OL|"16.08.10","Belitang III"
PL|"16.08.11","Bunga Mayang"
QL|"16.08.12","Buay Madang Timur"
RL|"16.08.13","Madang Suku III"
SL|"16.08.14","Semendawai Barat"
TL|"16.08.15","Semendawai Timur"
UL|"16.08.16","Jayapura"
VL|"16.08.17","Belitang Jaya"
WL|"16.08.18","Belitang Madang Raya"
XL|"16.08.19","Belitang Mulya"
VM|"16.08.20","Buay Pemuka Bangsa Raja"
NO|"16.09.01","Muara Dua"
OO|"16.09.02","Pulau Beringin"
PO|"16.09.03","Banding Agung"
QO|"16.09.04","Muara Dua Kisam"
RO|"16.09.05","Simpang"
SO|"16.09.06","Buay Sandang Aji"
TO|"16.09.07","Buay Runjung"
UO|"16.09.08","Mekakau Ilir"
VO|"16.09.09","Buay Pemaca"
TP|"16.09.10","Kisam Tinggi"
UP|"16.09.11","Kisam Ilir"
VP|"16.09.12","Buay Pematang Ribu Ranau Tengah"
WP|"16.09.13","Warkuk Ranau Selatan"
XP|"16.09.14","Runjung Agung"
YP|"16.09.15","Sungai Are"
ZP|"16.09.16","Sindang Danau"
AQ|"16.09.17","Buana Pemaca"
BQ|"16.09.18","Tiga Dihaji"
CQ|"16.09.19","Buay Rawan"
DL|"16.10.01","Muara Kuang"
EL|"16.10.02","Tanjung Batu"
FL|"16.10.03","Tanjung Raja"
GL|"16.10.04","Indralaya"
HL|"16.10.05","Pemulutan"
IL|"16.10.06","Rantau Alai"
JL|"16.10.07","Indralaya Utara"
KL|"16.10.08","Indralaya Selatan"
LL|"16.10.09","Pemulutan Selatan"
JM|"16.10.10","Pemulutan Barat"
KM|"16.10.11","Rantau Panjang"
LM|"16.10.12","Sungai Pinang"
MM|"16.10.13","Kandis"
NM|"16.10.14","Rambang Kuang"
OM|"16.10.15","Lubuk Keliat"
PM|"16.10.16","Payaraman"
IP|"16.11.01","Muara Pinang"
JP|"16.11.02","Pendopo"
KP|"16.11.03","Ulu Musi"
LP|"16.11.04","Tebing Tinggi"
MP|"16.11.05","Lintang Kanan"
NP|"16.11.06","Talang Padang"
OP|"16.11.07","Pasemah Air Keruh"
PP|"16.11.08","Sikap Dalam"
QP|"16.11.09","Saling"
OQ|"16.11.10","Pendopo Barat"
NT|"16.12.01","Talang Ubi"
OT|"16.12.02","Penukal Utara"
PT|"16.12.03","Penukal"
QT|"16.12.04","Abab"
RT|"16.12.05","Tanah Abang"
SX|"16.13.01","Rupit"
TX|"16.13.02","Rawas Ulu"
UX|"16.13.03","Nibung"
VX|"16.13.04","Rawas Ilir"
WX|"16.13.05","Karang Dapo"
XX|"16.13.06","Karang Jaya"
YX|"16.13.07","Ulu Rawas"
KN|"16.71.01","Ilir Barat Dua"
LN|"16.71.02","Seberang Ulu Satu"
MN|"16.71.03","Seberang Ulu Dua"
